132
45.851894
278.850739	24.933327
273.000000	2.651296
272.000000	2.700711
271.000000	2.754962
270.000000	3.218637
269.000000	3.645522
268.000000	4.000000
267.000000	4.618943
266.000000	5.209064
265.000000	6.085244
264.000000	6.894144
263.000000	7.685045
262.500000	8.000000
261.480347	9.000000
260.868256	10.000000
260.167084	11.000000
259.436493	12.000000
258.950317	13.000000
258.410614	14.000000
258.031616	15.000000
257.564117	16.000000
257.198486	17.000000
256.860474	18.000000
256.688629	19.000000
256.384857	20.000000
256.353119	21.000000
256.211823	22.000000
256.003448	23.000000
256.071411	24.000000
256.166656	25.000000
256.218231	26.000000
256.343506	27.000000
256.500000	28.000000
256.735474	29.000000
256.932312	30.000000
257.110840	31.000000
257.402435	32.000000
257.833374	33.000000
258.218750	34.000000
258.786438	35.000000
259.284668	36.000000
259.856689	37.000000
260.472900	38.000000
261.262085	39.000000
262.076599	40.000000
262.951233	41.000000
264.000000	42.048756
265.000000	42.901733
266.000000	43.594429
267.000000	44.178711
268.000000	44.862381
269.000000	45.536488
270.000000	45.979992
271.000000	46.457893
272.000000	46.803310
273.000000	47.099838
274.000000	47.375668
275.000000	47.795715
276.000000	47.937531
277.000000	48.091515
278.000000	48.197876
279.000000	48.135918
280.000000	48.135918
281.000000	48.164127
282.000000	48.097893
283.000000	47.993069
284.000000	47.784904
285.000000	47.580479
286.000000	47.454037
287.000000	46.974743
288.000000	46.584335
289.000000	46.069397
290.000000	45.581623
291.000000	44.947689
292.000000	44.162376
293.000000	43.275459
294.000000	42.357433
294.506927	42.000000
295.382355	41.000000
296.371674	40.000000
297.333405	39.000000
298.024261	38.000000
298.648621	37.000000
299.039246	36.000000
299.575256	35.000000
300.068451	34.000000
300.324036	33.000000
300.589966	32.000000
300.956940	31.000000
301.172455	30.000000
301.309570	29.000000
301.500000	28.000000
301.600037	27.000000
301.500000	26.000000
301.600037	25.000000
301.422882	24.000000
301.509125	23.000000
301.322418	22.000000
301.166595	21.000000
300.991577	20.000000
300.753998	19.000000
300.390778	18.000000
300.065155	17.000000
299.549561	16.000000
299.033691	15.000000
298.401459	14.000000
297.840515	13.000000
297.166504	12.000000
296.430450	11.000000
295.693451	10.000000
294.978577	9.000000
294.139130	8.000000
293.000000	6.906698
292.000000	6.152687
291.000000	5.437653
290.000000	4.731596
289.000000	4.092979
288.000000	3.617921
287.000000	3.166601
286.000000	2.792401
285.000000	2.603928
284.000000	2.364829
283.000000	2.332908
282.000000	2.194220
281.000000	2.108920
280.000000	2.148390
279.000000	2.248097
278.000000	2.277758
277.000000	2.270208
276.000000	2.295875
275.000000	2.277157
274.000000	2.350837
273.000000	2.651296
