212
75.501221
959.146423	677.637390
958.000000	638.587158
957.000000	638.839844
956.000000	639.141479
955.000000	639.319641
954.000000	639.566833
953.000000	639.851257
952.000000	640.062073
951.000000	640.532593
950.000000	641.033997
949.000000	641.463562
948.000000	641.852051
947.000000	642.336060
946.000000	642.808533
945.000000	643.366272
944.000000	643.976196
943.000000	644.677429
942.000000	645.377319
941.000000	646.150452
940.000000	647.000000
939.000000	647.805786
938.000000	648.574707
937.000000	649.500000
935.637390	651.000000
934.708801	652.000000
933.849548	653.000000
933.028442	654.000000
932.237915	655.000000
931.578552	656.000000
930.852234	657.000000
930.148376	658.000000
929.546448	659.000000
929.021545	660.000000
928.500000	661.000000
927.893066	662.000000
927.385803	663.000000
927.000000	664.000000
926.617615	665.000000
926.185547	666.000000
925.790833	667.000000
925.526794	668.000000
925.267578	669.000000
924.964600	670.000000
924.783203	671.000000
924.380066	672.000000
924.201843	673.000000
924.006653	674.000000
923.863464	675.000000
923.718018	676.000000
923.500000	677.000000
923.500000	678.000000
923.367981	679.000000
923.250000	680.000000
923.285095	681.000000
923.233337	682.000000
923.298828	683.000000
923.357117	684.000000
923.353638	685.000000
923.438782	686.000000
923.691528	687.000000
923.781372	688.000000
924.042664	689.000000
924.191101	690.000000
924.411316	691.000000
924.649597	692.000000
924.943481	693.000000
925.191101	694.000000
925.429932	695.000000
925.919067	696.000000
926.295654	697.000000
926.748535	698.000000
927.226868	699.000000
927.752747	700.000000
928.308594	701.000000
928.935913	702.000000
929.528625	703.000000
930.178101	704.000000
930.985229	705.000000
931.852783	706.000000
932.780701	707.000000
934.000000	708.251526
935.000000	709.229675
936.000000	710.054626
937.000000	710.799194
938.000000	711.575806
939.000000	712.289001
940.000000	712.850220
941.000000	713.444458
942.000000	713.999512
943.000000	714.415527
944.000000	714.883118
945.000000	715.284424
946.000000	715.633362
947.000000	715.827209
948.000000	716.029419
949.000000	716.196289
950.000000	716.278748
951.000000	716.519104
952.000000	716.775391
953.000000	716.916748
954.000000	716.997498
955.000000	717.037964
956.000000	717.038513
957.000000	717.083313
958.000000	717.000000
959.000000	716.953064
960.000000	716.703796
961.000000	716.500000
962.000000	716.203735
963.000000	716.017273
964.000000	715.856018
965.000000	715.584961
966.000000	715.378235
967.000000	714.994263
968.000000	714.593079
969.000000	714.193787
970.000000	713.750183
971.000000	713.273254
972.000000	712.650818
973.000000	712.099976
974.000000	711.528748
975.000000	710.841980
976.000000	710.196045
977.000000	709.500000
978.000000	708.722656
979.000000	707.965393
980.000000	707.138550
981.000000	706.259033
982.282837	705.000000
983.195984	704.000000
984.005554	703.000000
984.764404	702.000000
985.500000	701.000000
986.258057	700.000000
986.962585	699.000000
987.685486	698.000000
988.300964	697.000000
988.844604	696.000000
989.354797	695.000000
989.880066	694.000000
990.427490	693.000000
990.923157	692.000000
991.273499	691.000000
991.741089	690.000000
992.156799	689.000000
992.473145	688.000000
992.820435	687.000000
993.108093	686.000000
993.306213	685.000000
993.500000	684.000000
993.794861	683.000000
994.073364	682.000000
994.264771	681.000000
994.419250	680.000000
994.574280	679.000000
994.760010	678.000000
994.872681	677.000000
994.900024	676.000000
994.937744	675.000000
995.000000	674.000000
995.000000	673.000000
994.937500	672.000000
994.937500	671.000000
994.874512	670.000000
994.762634	669.000000
994.640076	668.000000
994.486938	667.000000
994.246826	666.000000
994.064941	665.000000
993.761902	664.000000
993.500000	663.000000
993.209229	662.000000
992.970032	661.000000
992.694824	660.000000
992.296631	659.000000
991.888672	658.000000
991.374390	657.000000
990.911743	656.000000
990.398315	655.000000
989.834900	654.000000
989.159729	653.000000
988.567505	652.000000
987.861267	651.000000
987.109802	650.000000
986.287598	649.000000
985.412170	648.000000
984.000000	646.578674
983.000000	645.782104
982.000000	644.954407
981.000000	644.198303
980.000000	643.432495
979.000000	642.771912
978.000000	642.182373
977.000000	641.700012
976.000000	641.220459
975.000000	640.748535
974.000000	640.229065
973.000000	640.009583
972.000000	639.728027
971.000000	639.409424
970.000000	639.152527
969.000000	638.886169
968.000000	638.595764
967.000000	638.342285
966.000000	638.171814
965.000000	638.144348
964.000000	638.062500
963.000000	638.115051
962.000000	638.099976
961.000000	638.104675
960.000000	638.181152
959.000000	638.340698
958.000000	638.587158
